,mode,pops,repetition_id,service,time_emulator_boot,time_service_instantiate,time_service_onboard,time_total
0,docker,1,0,examples/sonata_pkgs/eu.sonata-nfv.vfoward-2-1-test.0.2.1-docker.son,2.37006902695,2.60628199577,0.114149093628,5.09062600136
1,docker,1,1,examples/sonata_pkgs/eu.sonata-nfv.vfoward-2-1-test.0.2.1-docker.son,2.35532903671,2.60014295578,0.110988140106,5.06659317017
2,docker,1,2,examples/sonata_pkgs/eu.sonata-nfv.vfoward-2-1-test.0.2.1-docker.son,2.37965607643,2.6735599041,0.109503030777,5.16285014153
3,docker,1,3,examples/sonata_pkgs/eu.sonata-nfv.vfoward-2-1-test.0.2.1-docker.son,2.36307501793,2.65857005119,0.111976146698,5.13375997543
4,docker,1,4,examples/sonata_pkgs/eu.sonata-nfv.vfoward-2-1-test.0.2.1-docker.son,2.36814689636,2.64512109756,0.107660055161,5.12104797363
5,docker,1,5,examples/sonata_pkgs/eu.sonata-nfv.vfoward-2-1-test.0.2.1-docker.son,2.36411094666,2.76415610313,0.114843845367,5.24325799942
6,docker,1,6,examples/sonata_pkgs/eu.sonata-nfv.vfoward-2-1-test.0.2.1-docker.son,2.36264896393,2.66109895706,0.114392995834,5.13828396797
7,docker,1,7,examples/sonata_pkgs/eu.sonata-nfv.vfoward-2-1-test.0.2.1-docker.son,2.37674999237,2.62649512291,0.112768888474,5.11615610123
8,docker,1,8,examples/sonata_pkgs/eu.sonata-nfv.vfoward-2-1-test.0.2.1-docker.son,2.3787779808,2.70694112778,0.113238811493,5.1991019249
9,docker,1,9,examples/sonata_pkgs/eu.sonata-nfv.vfoward-2-1-test.0.2.1-docker.son,2.37518000603,2.64854884148,0.109375953674,5.1332449913
