,mode,pops,repetition_id,service,time_emulator_boot,time_service_instantiate,time_service_onboard,time_total
0,docker,2,0,examples/sonata_pkgs/eu.sonata-nfv.vfoward-2-1-test.0.2.1-docker.son,2.56608510017,2.02454614639,0.473691940308,5.0645070076
1,docker,2,1,examples/sonata_pkgs/eu.sonata-nfv.vfoward-2-1-test.0.2.1-docker.son,2.45519685745,1.97516489029,0.467367887497,4.89787888527
